"","ttext","date","isretweet","retweetcount","favoritecount","score","city","country","duplicate"
"4075","Looking forward to Amazon delivery of a baking stone and pulse oximeter and feeling sane-ish","2020-04-22 12:46:34","FALSE","0","8","0","Delhi NCR","India",FALSE
"4076","profgalloway: Amazon will be the first $2 trillion value firm by the end of 2021. Whether its an explosion in streaming media, grocery","2020-04-22 12:46:17","TRUE","81","0","0","Delhi NCR","India",TRUE
"4077","bossladylish__: Amazon tripping. I thought I was a prime member.. these delivery times crazy","2020-04-22 12:46:14","TRUE","51","0","-1","Delhi NCR","India",TRUE
"4078","When it says Handed to resident on your amazon order... amazon delivery  ","2020-04-22 12:46:11","FALSE","0","0","0","Delhi NCR","India",FALSE
"4079","amazon All Prime accounts should be on hold until you can provide the delivery time that is promised ! Why when I  ","2020-04-22 12:45:02","FALSE","0","0","1","Delhi NCR","India",FALSE
"4080","Thicklime I have given over $10k of my own money to strangers on twitter. Through grocery delivery, clearing Amazo  ","2020-04-22 12:43:59","FALSE","0","2","0","Delhi NCR","India",FALSE
"4081","IngridAndress: when u havent seen a man in the flesh for 39 days and the amazon hero delivery man drops off a package  ","2020-04-22 12:43:58","TRUE","19","0","1","Delhi NCR","India",TRUE
"4082","I ordered something on amazon last night and I just got the notification that its out for delivery and I texted my  ","2020-04-22 12:43:43","FALSE","0","0","0","Delhi NCR","India",FALSE
"4083","I love an amazon delivery!! 3 new books for the eldest (trying to keep up with her reading) and one for me!!  ","2020-04-22 12:40:49","FALSE","0","4","1","Delhi NCR","India",FALSE
"4084","360srt: Get Medicine in wagholi Delivery Available 

Get FLAT 18% OFF on Medicines at 1MG
Use Code: CKMED

Also Earn up to Rs. 300 Amaz","2020-04-22 12:40:22","TRUE","1","0","1","Delhi NCR","India",FALSE
"4085","Amazon revised my delivery date for my Switch, now I gotta wait till the 5th next month. Actually wanna die","2020-04-22 12:40:17","FALSE","0","8","-1","Delhi NCR","India",FALSE
"4086","Get Medicine in wagholi Delivery Available 

Get FLAT 18% OFF on Medicines at 1MG
Use Code: CKMED

Also Earn up to  ","2020-04-22 12:40:15","FALSE","1","5","1","Delhi NCR","India",FALSE
"4087","ajeromorgan: While most businesses have been hit hard by the impact of the pandemic and the looming recession, shares in Amazon have ri","2020-04-22 12:39:59","TRUE","1","0","-2","Delhi NCR","India",FALSE
"4088","bossladylish__: Amazon tripping. I thought I was a prime member.. these delivery times crazy","2020-04-22 12:39:45","TRUE","51","0","-1","Delhi NCR","India",TRUE
"4089","SumOfUs: Amazon workers are begging their CEO JeffBezos to close the warehouses for deep cleaning &amp; give proper sick pay.  Help us dem","2020-04-22 12:38:43","TRUE","1","0","-1","Delhi NCR","India",FALSE
"4090","synekura_audio: People Are Making Bots to Snatch Whole Foods Delivery Order Time Slots.  ","2020-04-22 12:37:11","TRUE","1","0","0","Delhi NCR","India",FALSE
"4091","DreamAwayJodie Amazon's operations continue but delivery times may be longer than usual. You can find additional i  ","2020-04-22 12:37:05","FALSE","0","1","0","Delhi NCR","India",FALSE
"4092","karedeen: I have ordered for surf excel and other 2 items through AmazonHelp and paid for same using amazon pay and promised date of d","2020-04-22 12:35:52","TRUE","1","0","2","Delhi NCR","India",FALSE
"4093","I have ordered for surf excel and other 2 items through AmazonHelp and paid for same using amazon pay and promised  ","2020-04-22 12:35:47","FALSE","1","1","2","Delhi NCR","India",FALSE
"4094","xlerb My local Walmart (pickup) and Whole Foods (local delivery) have distilled water. But also saw some on Amazon  ","2020-04-22 12:34:36","FALSE","0","0","0","Delhi NCR","India",FALSE
"4095","dennizenx financialpost The way I see it, those apps not only provide delivery service but also marketing and a c  ","2020-04-22 12:34:33","FALSE","0","0","0","Delhi NCR","India",FALSE
"4096","RSSxve: 07LKM drone delivery of goods can also be game changer if postal companies pick it up before amazon, etc.

now days drones can","2020-04-22 12:34:29","TRUE","1","0","-1","Delhi NCR","India",FALSE
"4097","Shout out to the delivery workers of MD. From the Grubhub driver that brought my order sooner than he was supposed  ","2020-04-22 12:33:57","FALSE","0","0","0","Delhi NCR","India",FALSE
"4098","While most businesses have been hit hard by the impact of the pandemic and the looming recession, shares in Amazon  ","2020-04-22 12:33:37","FALSE","1","6","-2","Delhi NCR","India",FALSE
"4099","alantorchwood Very well, Im waiting for an Amazon delivery, getting new unit for flat.","2020-04-22 12:33:34","FALSE","0","1","1","Delhi NCR","India",FALSE
"4100","Dear amazon, I know that an ipad with a pencil is not something necessary, but, nowadays, teaching maths and physi  ","2020-04-22 12:32:58","FALSE","0","0","0","Delhi NCR","India",FALSE
"4101","ForrestBukowski egerardo575 tonyposnanski realDonaldTrump Google ""Amazon delivery jobs.""","2020-04-22 12:32:53","FALSE","0","0","0","Delhi NCR","India",FALSE
"4102","People Are Making Bots to Snatch Whole Foods Delivery Order Time Slots.  ","2020-04-22 12:31:58","FALSE","1","1","0","Delhi NCR","India",FALSE
"4103","JaclynFOX5Vegas FOX5Vegas LasVegasLocally VitalVegas Reloading the Amazon Fresh page every hour on the hour try  ","2020-04-22 12:31:47","FALSE","0","7","1","Delhi NCR","India",FALSE
"4104","itrevormoore: The amazon delivery man rings my doorbell.
He looks down at the package and wonders why, in times like this, would anyone","2020-04-22 12:31:08","TRUE","97","0","2","Delhi NCR","India",FALSE
"4105","There's a stressor I didn't see coming - my four colour pen I have used to write every revision note since the star  ","2020-04-22 12:30:27","FALSE","0","4","0","Delhi NCR","India",FALSE
"4106","TractorSupply so let me get this straight free delivery excludes pretty much any item I purchase from your store  ","2020-04-22 12:29:50","FALSE","0","0","2","Delhi NCR","India",FALSE
"4107","But people might drive less with more Zoom, Skype,  &amp;Amazon Prime delivery.
covideconomics","2020-04-22 12:28:25","FALSE","0","0","0","Delhi NCR","India",FALSE
"4108","Dont clap me for doing my run, for eating clean, for doing my daily work out regime, for doing my daily ball work.  ","2020-04-22 12:28:04","FALSE","1","5","3","Delhi NCR","India",FALSE
"4109","ShaneUK: Oh and just to add. A week for delivery?! I spent a similar amount at another online shop  (not Amazon), and for free next day","2020-04-22 12:24:00","TRUE","2","0","1","Delhi NCR","India",FALSE
"4110","saraashleyo: some developers have made bots that automatically hunt for a delivery slots on Amazon Fresh or Whole Foods, something that","2020-04-22 12:22:38","TRUE","1","0","1","Delhi NCR","India",FALSE
"4111","Developers are creating a tech divide between those who can use a bot to order their food and those who just have t  ","2020-04-22 12:22:29","FALSE","0","0","0","Delhi NCR","India",FALSE
"4112","Surgical-like masks back at Amazon for &lt;$1 each with delivery within a week.  Markets might have eliminated the sho  ","2020-04-22 12:22:23","FALSE","0","11","0","Delhi NCR","India",FALSE
"4113","chrisc_e46 Hi there, Chris. We understand the concern! We're currently experiencing longer than usual delivery tim  ","2020-04-22 12:20:22","FALSE","0","0","-1","Delhi NCR","India",FALSE
"4114","ndiakopoulos: People Are Making Bots to Snatch Whole Foods Delivery Order Time Slots.  ","2020-04-22 12:19:51","TRUE","1","0","0","Delhi NCR","India",FALSE
"4115","aysunyeter_ Oh no! We're sorry to hear this, and would like to help! To begin, has your order missed the expected  ","2020-04-22 12:17:55","FALSE","0","1","-1","Delhi NCR","India",FALSE
"4116","People Are Making Bots to Snatch Whole Foods Delivery Order Time Slots.  ","2020-04-22 12:16:05","FALSE","1","3","0","Delhi NCR","India",TRUE
"4117","bcmerchant: It's striking how often cyberpunk tropes are simply totally inverted when manifested in realityinstead of robin hood hacke","2020-04-22 12:15:09","TRUE","10","0","1","Delhi NCR","India",FALSE
"4118","We are on Amazonuk with free delivery on Prime so pick up some healthy &amp; tasty Beef Biltong and jerky snacks -  ","2020-04-22 12:15:05","FALSE","0","0","1","Delhi NCR","India",FALSE
"4119","Amazon announces 2-an-hour pay rise for warehouse workers and delivery drivers - The Irish News  ","2020-04-22 12:14:44","FALSE","0","0","0","Delhi NCR","India",FALSE
"4120","pawchaw: Brawl Stars x Line Friends merch available on UK Amazon (and EU delivery )!!!

BrawlStars LINE linefriends merch 

 ","2020-04-22 12:11:37","TRUE","41","0","1","Delhi NCR","India",FALSE
"4121","some developers have made bots that automatically hunt for a delivery slots on Amazon Fresh or Whole Foods, somethi  ","2020-04-22 12:10:27","FALSE","1","2","1","Delhi NCR","India",FALSE
"4122","scode_snn: thebluehue_ KishoreVaid jaganmsna urbanhermit7 First Jio is not a telecom game - 

Jio plans to be  in ""consumer service","2020-04-22 12:09:41","TRUE","1","0","0","Delhi NCR","India",FALSE
"4123","motherboard: Developers are creating a tech divide between those who can use a bot to order their food and those who just have to keep","2020-04-22 12:08:39","TRUE","17","0","0","Delhi NCR","India",TRUE
"4124","Whenever I order something on Amazon and the delivery is by Amazon, it always arrives on the expected day and time.  ","2020-04-22 12:08:18","FALSE","0","3","0","Delhi NCR","India",FALSE
"4125","narendramodi PM sir, kudos to how you've handled this dire situation. One question, when would non essentials be a  ","2020-04-22 12:07:58","FALSE","0","0","0","Delhi NCR","India",FALSE
"4126","libbyxford I cant even tell you how few days its been over the last two weeks that Ive not had any sort of deli  ","2020-04-22 12:07:07","FALSE","0","0","0","Delhi NCR","India",FALSE
"4127","Amazon's entry as a competitor in the food retail industry spurred a host of technology initiatives in many grocery  ","2020-04-22 12:06:24","FALSE","0","0","0","Delhi NCR","India",FALSE
"4128","rosannepm: AbbyJohnson Watching Unplanned now on Amazon Prime. I'm a former Labor &amp; Delivery nurse-mother of 4 grandmother of 6.  NEVE","2020-04-22 12:06:17","TRUE","25","0","0","Delhi NCR","India",TRUE
"4129","False advertisement? ""Fast, FREE delivery on over 100 million items
... Prime members get FREE One-Day Delivery on  ","2020-04-22 12:05:21","FALSE","0","0","2","Delhi NCR","India",FALSE
"4130","I know the usps/ amazon prime delivery people HATE me!!! Ive had a package delivered everyday (sometimes more than  ","2020-04-22 12:05:13","FALSE","0","0","-1","Delhi NCR","India",FALSE
"4131","sazza_jay TruffleDeli jburnmurdoch Also this translates to further issues with delivery to home. Thinking one ca  ","2020-04-22 12:04:45","FALSE","0","0","-1","Delhi NCR","India",FALSE
"4132","thebluehue_ KishoreVaid jaganmsna urbanhermit7 First Jio is not a telecom game - 

Jio plans to be  in ""consume  ","2020-04-22 12:03:53","FALSE","1","1","0","Delhi NCR","India",FALSE
"4133","Seemasingh999: *Amazon Online Shopping*
*Hassle Free Shopping*
*Pre-paid Orders Only*
*Delivery Times Could Take Longer Than Normal*
*F","2020-04-22 12:02:59","TRUE","4","0","1","Delhi NCR","India",TRUE
"4134","The feeling when you've been using a cheap camp chair for your home office for weeks and the amazon delivery of the  ","2020-04-22 12:02:27","FALSE","0","3","-1","Delhi NCR","India",FALSE
"4135","Amazon workers are begging their CEO JeffBezos to close the warehouses for deep cleaning &amp; give proper sick pay.  ","2020-04-22 12:00:57","FALSE","1","5","-1","Delhi NCR","India",FALSE
"4136","Looking for strong 00 flour on amazon Yes, you can get it, if you don't mind paying 40 quid delivery. The flour co  ","2020-04-22 12:00:12","FALSE","0","2","1","Delhi NCR","India",FALSE
"4137","Keep hearing from Scott Galloway how amazon has proven itself so efficient during this pandemic.

Really?

Try ord  ","2020-04-22 11:59:16","FALSE","0","1","2","Delhi NCR","India",FALSE
"4138","TheJessieKirk I ordered perfume and face powder from amazon, really quick delivery! Who needs a shop? ","2020-04-22 11:59:02","FALSE","0","0","0","Delhi NCR","India",FALSE
"4139","Theres literally no point in shopping on Amazon since there is a major delay in delivery times lol.","2020-04-22 11:58:00","FALSE","0","0","-1","Delhi NCR","India",FALSE
"4140","NewAgeBevCo: Were on Prime!  ","2020-04-22 11:57:14","TRUE","10","0","0","Delhi NCR","India",TRUE
"4141","OddDeacon I wish I could discover that I have an Amazon delivery person.  Amazon gives our shipments to FedEx or U  ","2020-04-22 11:55:01","FALSE","0","2","0","Delhi NCR","India",FALSE
"4142","SteveMartinToGo Well.... You are still under 10, so you should invite Amazon driver, pizza delivery guy(or girl), and who else?","2020-04-22 11:54:03","FALSE","0","0","1","Delhi NCR","India",FALSE
"4143","georgegalloway: You can now buy my debut novel, Queensway, on Amazon for 7.79 - and it's eligible for Prime delivery!

Perfect lockdo","2020-04-22 11:52:45","TRUE","32","0","0","Delhi NCR","India",FALSE
"4144","Stevie___C: *knock knock*

Who's...

*Amazon delivery van speeds off into the distance*","2020-04-22 11:51:56","TRUE","2","0","-1","Delhi NCR","India",FALSE
"4145","rosannepm: AbbyJohnson Watching Unplanned now on Amazon Prime. I'm a former Labor &amp; Delivery nurse-mother of 4 grandmother of 6.  NEVE","2020-04-22 11:48:26","TRUE","25","0","0","Delhi NCR","India",TRUE
"4146","Oencue7 If you are already an Amazon Flex delivery partner and have a question, please contact the Flex Support Te  ","2020-04-22 11:47:37","FALSE","0","0","1","Delhi NCR","India",FALSE
"4147","Amazon guy just wanted proof of age for a delivery. I'm 49. Looking at me and challenging as necessary  should be s  ","2020-04-22 11:47:33","FALSE","0","0","-1","Delhi NCR","India",FALSE
"4148","Hair4Trump She has Amazon delivery on speed dial no worries ","2020-04-22 11:45:41","FALSE","0","0","-1","Delhi NCR","India",FALSE
"4149","liquidmomx5 As an amazon delivery driver. This is my life. EVERYDAY","2020-04-22 11:44:32","FALSE","0","0","0","Delhi NCR","India",FALSE
"4150","josephfcox: New: it can take a week to secure food from services Amazon Fresh or Wholefoods. Now, developers have made bots that auto c","2020-04-22 11:44:05","TRUE","115","0","2","Delhi NCR","India",TRUE
"4151","jamesmeredithd1 He should not risk the post office (nor the postal costs). I use Amazon Prime as I have free UK de  ","2020-04-22 11:43:03","FALSE","0","1","0","Delhi NCR","India",FALSE
"4152","ssbib85 Were temporarily experiencing longer than usual delivery times, please wait three days after your deliver  ","2020-04-22 11:42:34","FALSE","0","0","0","Delhi NCR","India",FALSE
"4153","stoneekoldfoxx: Amazon Prime is a scam  I ordered something that said one day delivery just for the expected delivery date to be in t","2020-04-22 11:41:41","TRUE","2","0","-1","Delhi NCR","India",TRUE
"4154","I love waking up to the best text messages like your order is out for delivery... thank you amazon u make my heart Happy ","2020-04-22 11:39:13","FALSE","0","1","5","Delhi NCR","India",FALSE
"4155","IngridAndress: when u havent seen a man in the flesh for 39 days and the amazon hero delivery man drops off a package  ","2020-04-22 11:32:13","TRUE","19","0","1","Delhi NCR","India",TRUE
"4156","DammRoseTweeets Cute Driver. I Didn't Know Amazon Let You Use Regular Cars For Delivery.... Funny Video, Tho....!","2020-04-22 11:30:09","FALSE","0","0","0","Delhi NCR","India",FALSE
"4157","gotjosh I just discovered that H-Mart has delivery so I'm gonna try that! Thanks for the tip, might give the Amazo  ","2020-04-22 11:29:52","FALSE","0","1","0","Delhi NCR","India",FALSE
"4158","katyabroad AcademicChatter This is our other sometimes goodest girl, she's a derp she too was encouraging the nei  ","2020-04-22 11:29:11","FALSE","0","1","1","Delhi NCR","India",FALSE
"4159"," ","2020-04-22 11:25:49","FALSE","2","5","0","Delhi NCR","India",TRUE
"4160","georgegalloway: You can now buy my debut novel, Queensway, on Amazon for 7.79 - and it's eligible for Prime delivery!

Perfect lockdo","2020-04-22 11:25:26","TRUE","32","0","0","Delhi NCR","India",TRUE
"4161","piersmorgan Just get HMG to sign up to amazon prime and they guarantee delivery next day not next month or the mon  ","2020-04-22 11:24:13","FALSE","0","0","1","Delhi NCR","India",FALSE
"4162","Michelle4845 Hi, the carrier should be able to provide more info about the delivery: You can find more tips here:  ","2020-04-22 11:24:13","FALSE","0","0","0","Delhi NCR","India",FALSE
"4163","bossladylish__: Amazon tripping. I thought I was a prime member.. these delivery times crazy","2020-04-22 11:23:18","TRUE","51","0","-1","Delhi NCR","India",TRUE
"4164","Amazon Prime is a scam  I ordered something that said one day delivery just for the expected delivery date to be in two weeks ","2020-04-22 11:22:59","FALSE","2","2","-1","Delhi NCR","India",FALSE
"4165","PaulDuxbury all I see now on the A38  my nearest dual-carriage way  are food lorries and delivery vans (Amazon?)  ","2020-04-22 11:21:28","FALSE","0","0","0","Delhi NCR","India",FALSE
"4166","franb66 CRR1987 Ocado Exactly the same for us. Been on the list for weeks now and still no slots! Amazon prime n  ","2020-04-22 11:20:33","FALSE","0","0","0","Delhi NCR","India",FALSE
"4167","I have the same delivery guy every time I order from amazon or PLT. Poor man is sick of seeing my face the last 2 w  ","2020-04-22 11:20:31","FALSE","0","0","-2","Delhi NCR","India",FALSE
"4168","elsby_clare: DM me if you can help, rolls of elastic needed. Earliest Amazon delivery 27th May!! FSB_L_N_R annasarahconda","2020-04-22 11:19:22","TRUE","4","0","0","Delhi NCR","India",FALSE
"4169","sunday_lavender palmerwilliamj amazon I have had the same issue with them actually. Push back delivery dates.","2020-04-22 11:17:33","FALSE","0","1","-1","Delhi NCR","India",FALSE
"4170","Reminds me of eBay Now same day/ scheduled delivery which we sadly (and short-sightedly) shuttered years ago (befor  ","2020-04-22 11:17:16","FALSE","0","4","-1","Delhi NCR","India",FALSE
"4171","djpaulthomas Boxerdjproducer Worst part is the clipper ran out of battery and i couldnt find the charger. We had  ","2020-04-22 11:16:18","FALSE","0","1","-1","Delhi NCR","India",FALSE
"4172","sandymridul You can order it from Amazon, delivery for this has started","2020-04-22 11:15:18","FALSE","0","0","0","Delhi NCR","India",FALSE
"4173","TimeTravelCat A lot of mine have got long delivery dates  although my mother in law is getting a little surprise  ","2020-04-22 11:15:05","FALSE","0","1","0","Delhi NCR","India",FALSE
"4174","nedwards ""Our people use every part of the Amazon delivery.""","2020-04-22 11:12:41","FALSE","0","0","0","Delhi NCR","India",FALSE
"4175","palmerwilliamj amazon Yep!! I've had items (mind you, not essential) quote a delivery date and not show up until  ","2020-04-22 11:12:36","FALSE","0","1","0","Delhi NCR","India",FALSE
"4176","nazirafzal Waterstones I ordered your book from Amazon beginning of the week and its only due for delivery end of next week","2020-04-22 11:11:55","FALSE","0","0","0","Delhi NCR","India",FALSE
"4177","copwatcher: Just a reminder that books ordered from the independent NewhamBookshop for delivery locally (Newham/Redbridge/ Waltham For","2020-04-22 11:10:42","TRUE","25","0","0","Delhi NCR","India",FALSE
"4178","AshleyJayMills1  ","2020-04-22 11:08:27","FALSE","0","2","0","Delhi NCR","India",FALSE
"4179","fuckalexiss it's truly a shame... I was gonna order some on Amazon but a lot of non-essential orders have delivery  ","2020-04-22 11:07:52","FALSE","0","0","-1","Delhi NCR","India",FALSE
"4180","Jfc apparently the Alexa is linked to the family amazon account or something and they hear all my delivery notifica  ","2020-04-22 11:06:48","FALSE","0","6","0","Delhi NCR","India",FALSE
"4181","I order so much off amazon I be checking my email for delivery updates even when I didnt order anything yet .","2020-04-22 11:05:59","FALSE","0","0","0","Delhi NCR","India",FALSE
"4182","ReviewingMum:   GIVEAWAY TIME   
Sooo after hitting 1000 followers its time for my Giveaway! 

WIN a book of YOUR choice up wort","2020-04-22 11:05:51","TRUE","428","0","1","Delhi NCR","India",TRUE
"4183","By feedmelight
 ","2020-04-22 11:05:42","FALSE","0","4","0","Delhi NCR","India",FALSE
"4184","GeekAndDad AmazonHelp The uninterruptable power supply that powers my home office died (after 6 years).

I went t  ","2020-04-22 11:05:29","FALSE","0","0","-1","Delhi NCR","India",FALSE
"4185","Good morning y'all. Reading the news this morning.. Question how are the elites from LA &amp; NY getting the surgical m  ","2020-04-22 11:05:25","FALSE","0","0","1","Delhi NCR","India",FALSE
"4186","amazon KelloggsUS FeedingAmerica Just had my amazon delivery driver would not move away until I got my goods at  ","2020-04-22 11:05:15","FALSE","0","0","0","Delhi NCR","India",FALSE
"4187","Everybody in the last-mile delivery business better watch out, because Amazon can make them unnecessary.
 ","2020-04-22 11:04:30","FALSE","0","2","0","Delhi NCR","India",FALSE
"4188","run4life51 I overstocked red wine (if that is a real concept) via Amazon UK.

Delivery dates were uncertain, espec  ","2020-04-22 11:04:00","FALSE","0","1","-1","Delhi NCR","India",FALSE
"4189","Alicelevine Scott Pilgrim vs The World ... guy goes mental over an Amazon delivery girl who he barely knows and is  ","2020-04-22 11:02:53","FALSE","0","0","0","Delhi NCR","India",FALSE
"4190","AmazonHelp As I said the book is not compatible to my kindle as said by delivery button I press on the Amazon page  ","2020-04-22 11:01:33","FALSE","0","0","1","Delhi NCR","India",FALSE
"4191","DC_Ranchi HemantSorenJMM JharkhandCMO satyaprad1 MVRaoIPS NDRFHQ cyberpeacecorps Is delivery of Amazon or ot  ","2020-04-22 11:01:25","FALSE","0","0","0","Delhi NCR","India",FALSE
"4192","E-commerce site Amazon are ready to lift restrictions on the delivery of non-essential items, according to reports  ","2020-04-22 11:00:20","FALSE","0","0","1","Delhi NCR","India",FALSE
"4193","Indian retail will see technology giants competing with each other. Amazon bets on his delivery system(we can expe  ","2020-04-22 10:54:56","FALSE","0","0","0","Delhi NCR","India",FALSE
"4194","amazon  now that you cant fulfill next day delivery when will you be refunding Prime Members?","2020-04-22 10:52:59","FALSE","0","0","0","Delhi NCR","India",FALSE
"4195","mikey_sk Hello! Were temporarily experiencing longer than usual delivery times, please wait three days after your  ","2020-04-22 10:52:59","FALSE","0","0","0","Delhi NCR","India",FALSE
"4196","In the middle of the Coronavirus crisis, it's a matter of urgency that Amazon, Deliveroo and others finally allo  ","2020-04-22 10:52:23","FALSE","0","0","-1","Delhi NCR","India",TRUE
"4197","amazon delivery people have been leaving our packages by the mailbox so people just been stealing the packages. 

This is unacceptable.","2020-04-22 10:51:01","FALSE","0","0","-2","Delhi NCR","India",FALSE
"4198","johntandlich: If you're expecting that cloth mask delivery from Amazon you might have a long wait. Andys_Cat bostonrandy Scottsbrief","2020-04-22 10:50:11","TRUE","1","0","0","Delhi NCR","India",FALSE
"4199","New vlog will be up shortly but in the meantime here is the proof that amazon delivery keep messing up on their de  ","2020-04-22 10:50:04","FALSE","0","0","-1","Delhi NCR","India",FALSE
"4200","NeusGilCortes We know that some Amazon sellers have hiked their prices  We don't encourage mailing to the hospit  ","2020-04-22 10:49:45","FALSE","0","0","1","Delhi NCR","India",FALSE
"4201","amrezy Were in the same boat hubby &amp; kids are fed up with the amount of delivery coming in I just ha  ","2020-04-22 10:49:28","FALSE","0","0","0","Delhi NCR","India",FALSE
"4202","randizuckerberg: ""I'd love to see what Amazon does as a company. They know logistics and have an amazing delivery network. I would not","2020-04-22 10:49:26","TRUE","1","0","2","Delhi NCR","India",FALSE
"4203","rosannepm: AbbyJohnson Watching Unplanned now on Amazon Prime. I'm a former Labor &amp; Delivery nurse-mother of 4 grandmother of 6.  NEVE","2020-04-22 10:49:11","TRUE","25","0","0","Delhi NCR","India",TRUE
"4204","uk_rants nelsterm stacyherbert Amazon have been excellent, delivery times seem the same.","2020-04-22 10:48:53","FALSE","0","1","1","Delhi NCR","India",FALSE
"4205","AMAZON delivery in Bangalore. Watermelon without packaging. Bad quality fruits and vegetables. Is it safe during th  ","2020-04-22 10:48:20","FALSE","0","0","0","Delhi NCR","India",FALSE
"4206","New vlog will be up shortly but in the meantime here is the proof that amazon delivery keep messing up on their de  ","2020-04-22 10:47:57","FALSE","0","1","-1","Delhi NCR","India",TRUE
"4207","I leader would have shut down the nation

Suspended rent, bill, and bank collections

Federalized fed ex, UPS, USPS  ","2020-04-22 10:47:35","FALSE","0","1","0","Delhi NCR","India",FALSE
"4208","bossladylish__: Amazon tripping. I thought I was a prime member.. these delivery times crazy","2020-04-22 10:46:00","TRUE","51","0","-1","Delhi NCR","India",TRUE
"4209","NickHackett2 AmazonHelp I 'need' some soaker hose urgently - I am willing to overcome my dislike of using Amazon  ","2020-04-22 10:43:32","FALSE","0","0","0","Delhi NCR","India",FALSE
"4210","NewAgeBevCo: Were on Prime!  ","2020-04-22 10:40:55","TRUE","10","0","0","Delhi NCR","India",TRUE
"4211","Righto, thats all I can do for now. Amazon keeps making me verify my identity anyway so its clearly a sign. Appar  ","2020-04-22 10:36:47","FALSE","0","1","1","Delhi NCR","India",FALSE
"4212","sarcasm_onIy: Amazon: Your package is out for delivery

Me:  ","2020-04-22 10:34:02","TRUE","370","0","0","Delhi NCR","India",TRUE
"4213","thecaitiedays crlmcrae BrendanWiles Id bet hes a 1099 independent delivery driver - you think amazon wants to  ","2020-04-22 10:33:36","FALSE","0","0","0","Delhi NCR","India",FALSE
"4214","DVLAgovuk Hello, I am Amazon, Uber, Deliveroo Delivery driver, sent dvla to update picture and name but 7 weeks. n  ","2020-04-22 10:32:49","FALSE","0","0","0","Delhi NCR","India",FALSE
"4215","Cars: Uber Decides to Pick Up Amazons Slack with New Delivery Services  ","2020-04-22 10:31:03","FALSE","0","0","-1","Delhi NCR","India",FALSE
"4216","Amazon puts new Amazon Fresh and Whole Foods delivery customers on waitlist amid surging demand | Read more:  ","2020-04-22 10:30:47","FALSE","0","0","1","Delhi NCR","India",FALSE
"4217","georgegalloway: You can now buy my debut novel, Queensway, on Amazon for 7.79 - and it's eligible for Prime delivery!

Perfect lockdo","2020-04-22 10:29:46","TRUE","32","0","0","Delhi NCR","India",TRUE
"4218","Amazon will provisionally be allowed to invest in UK-based food delivery startup Deliveroo, the UK's Competition an  ","2020-04-22 10:27:46","FALSE","0","0","0","Delhi NCR","India",FALSE
"4219","SusanLiTV: After a historic NEGATIVE drop in oilprice May futures expired in the POSITIVE $10! 
Meantime 2 million contracts for Jun","2020-04-22 10:25:55","TRUE","6","0","-1","Delhi NCR","India",FALSE
"4220","diariesofamum I love the idea, my only dislike is the hefty delivery charges from amazon  some items the delivery  ","2020-04-22 10:25:52","FALSE","0","1","-1","Delhi NCR","India",FALSE
"4221","siddhi297012 TheTermina8r DighavkarKiran AUThackeray mybmcWardGN mybmc Amazon delivery works faster than your  ","2020-04-22 10:25:32","FALSE","0","0","2","Delhi NCR","India",FALSE
"4222","Lovely delivery today  ","2020-04-22 10:25:14","FALSE","0","1","1","Delhi NCR","India",FALSE
"4223","Tonic22Ginny Obviously can't go to the shops. I've just googles 'nitrile gloves' and there's loads? Amazon even ha  ","2020-04-22 10:23:35","FALSE","0","1","0","Delhi NCR","India",FALSE
"4224","USIBC: .amazonIN service Amazonpantry ramps up delivery of groceries to 64 Indian cities, other essentials to 41 cities amid COVID19","2020-04-22 10:22:45","TRUE","1","0","0","Delhi NCR","India",FALSE
"4225","People Are Making Bots to Snatch Whole Foods Delivery Order Time Slots  ","2020-04-22 10:17:03","FALSE","2","4","0","Delhi NCR","India",TRUE
"4226","sk_otchere Charle,some people are really cashing out,ie social media giants,amazon and other delivery companies,Mi  ","2020-04-22 10:15:11","FALSE","0","1","0","Delhi NCR","India",FALSE
"4227","07LKM drone delivery of goods can also be game changer if postal companies pick it up before amazon, etc.

now day  ","2020-04-22 10:14:28","FALSE","1","1","0","Delhi NCR","India",FALSE
"4228","So thinking laterally I thought our conservatory and tables in the window of the restaurant would be a sensible alt  ","2020-04-22 10:07:46","FALSE","0","7","1","Delhi NCR","India",FALSE
"4229","SusanLiTV: After a historic NEGATIVE drop in oilprice May futures expired in the POSITIVE $10! 
Meantime 2 million contracts for Jun","2020-04-22 10:07:21","TRUE","6","0","-1","Delhi NCR","India",TRUE
"4230","JackieEbule: Why am I paying for Amazon prime, and prime delivery is now offering the first early delivery on April 30th or May 14th fo","2020-04-22 10:06:11","TRUE","1","0","0","Delhi NCR","India",FALSE
"4231","France - French court ruling on Lockdown for Amazon distribution centres

A French court ruled the company must cea  ","2020-04-22 10:04:25","FALSE","0","0","0","Delhi NCR","India",FALSE
"4232","motherboard: Developers are creating a tech divide between those who can use a bot to order their food and those who just have to keep","2020-04-22 10:03:53","TRUE","17","0","0","Delhi NCR","India",TRUE
"4233","When someone does it right you also have to say it: super impressed with the delivery these days amazon  ","2020-04-22 10:02:40","FALSE","0","2","3","Delhi NCR","India",FALSE
"4234","LivEchonews As a way of encouraging customers to allow the retailer to prioritise essential orders,Amazonis offe  ","2020-04-22 10:01:17","FALSE","0","0","1","Delhi NCR","India",FALSE
